Dataset,Backbone,Seed,Frozen_Acc,SETTA_Acc,Delta,Improved,Tied,Worse,Test_Change_Rate,Test_Prob_L1_Shift,Alpha,Beta,K,Metric,Num_Props,Train_Time,SETTA_Time,Preprocess_Time,Used_Cache
Computers,GAT,50,88.86566162109375,88.83839249610901,-0.02726912498474121,0,0,1,1.4451918192207813,0.04164513200521469,0.4,1.0,25,cosine,1,0.0,0.062305400031618774,2.0041293000103906,1
Computers,GAT,51,89.18378353118896,89.45646286010742,0.27267932891845703,1,0,0,1.845119148492813,0.04396749660372734,0.4,1.0,25,cosine,1,0.0,0.06179050006903708,2.0041293000103906,1
Computers,GraphTransformer,42,87.80221939086914,89.16560411453247,1.36338472366333,1,0,0,2.163243107497692,0.05444001778960228,0.4,1.0,25,cosine,1,0.0,0.06249560008291155,2.0041293000103906,1
Computers,GraphTransformer,43,88.71114253997803,89.25650119781494,0.5453586578369141,1,0,0,1.4451918192207813,0.044386159628629684,0.4,1.0,25,cosine,1,0.0,0.062055200105533004,2.0041293000103906,1
Computers,GraphTransformer,44,89.25650119781494,89.6746039390564,0.4181027412414551,1,0,0,1.3542992062866688,0.03308636322617531,0.4,1.0,25,cosine,1,0.0,0.06215299991890788,2.0041293000103906,1
Computers,GraphTransformer,45,88.65661025047302,89.32921290397644,0.672602653503418,1,0,0,1.5724413096904755,0.03892390802502632,0.4,1.0,25,cosine,1,0.0,0.06219049997162074,2.0041293000103906,1
Computers,GraphTransformer,46,88.5748028755188,88.99291157722473,0.4181087017059326,1,0,0,1.4906380325555801,0.042169518768787384,0.4,1.0,25,cosine,1,0.0,0.062137900036759675,2.0041293000103906,1
Computers,GraphTransformer,47,89.16560411453247,89.73823189735413,0.5726277828216553,1,0,0,1.6724232584238052,0.04178544878959656,0.4,1.0,25,cosine,1,0.0,0.06211469997651875,2.0041293000103906,1
Computers,GraphTransformer,48,88.76568078994751,89.35648202896118,0.5908012390136719,1,0,0,1.872386783361435,0.042636167258024216,0.4,1.0,25,cosine,1,0.0,0.06201600003987551,2.0041293000103906,1
Computers,GraphTransformer,49,89.2292320728302,89.82003331184387,0.5908012390136719,1,0,0,1.5997091308236122,0.04525334760546684,0.4,1.0,25,cosine,1,0.0,0.062112800078466535,2.0041293000103906,1
Computers,GraphTransformer,50,88.60207200050354,89.3019437789917,0.6998717784881592,1,0,0,1.2543173506855965,0.03950958326458931,0.4,1.0,25,cosine,1,0.0,0.0627610000083223,2.0041293000103906,1
Computers,GraphTransformer,51,89.02018070220947,89.6018922328949,0.5817115306854248,1,0,0,1.436102483421564,0.03727531060576439,0.4,1.0,25,cosine,1,0.0,0.06215500005055219,2.0041293000103906,1
Computers,GradGateGNN,42,88.17487955093384,88.46573233604431,0.29085278511047363,1,0,0,1.4088347554206848,0.04395560175180435,0.4,1.0,25,cosine,1,0.0,0.06217000004835427,2.0041293000103906,1
Computers,GradGateGNN,43,87.99309134483337,88.54753971099854,0.5544483661651611,1,0,0,1.6542447730898857,0.04794406518340111,0.4,1.0,25,cosine,1,0.0,0.061966100009158254,2.0041293000103906,1
