dataset,seed,method,acc,train_time,post_time,runtime,one_time_preprocess,amortized_runtime
Computers,44,C&S,89.06562328338623,1.445516600040719,0.7760892000515014,2.2216058000922203,0.0,2.2216058000922203
Computers,44,SETTA,89.49282169342041,1.445516600040719,0.017040899954736233,1.4625574999954551,2.069959199987352,1.6695534199941904
Computers,44,APPNP,88.17487955093384,1.630333499982953,0.0,1.630333499982953,0.0,1.630333499982953
Computers,45,GCN,89.31103348731995,1.4549546000780538,0.0,1.4549546000780538,0.0,1.4549546000780538
Computers,45,C&S,89.02926445007324,1.4549546000780538,0.7782309999456629,2.2331856000237167,0.0,2.2331856000237167
Computers,45,SETTA,89.63824510574341,1.4549546000780538,0.017071999958716333,1.47202660003677,2.069959199987352,1.6790225200355053
Computers,45,APPNP,88.61116170883179,1.6529576000757515,0.0,1.6529576000757515,0.0,1.6529576000757515
Computers,46,GCN,89.46555256843567,1.433334100060165,0.0,1.433334100060165,0.0,1.433334100060165
Computers,46,C&S,89.12925124168396,1.433334100060165,0.7730461000464857,2.2063802001066506,0.0,2.2063802001066506
Computers,46,SETTA,89.69278335571289,1.433334100060165,0.017231500009074807,1.4505656000692397,2.069959199987352,1.657561520067975
Computers,46,APPNP,88.69296312332153,1.5730257999384776,0.0,1.5730257999384776,0.0,1.5730257999384776
Computers,47,GCN,89.54735398292542,1.4803518999833614,0.0,1.4803518999833614,0.0,1.4803518999833614
Computers,47,C&S,89.33830261230469,1.4803518999833614,0.790564600029029,2.2709165000123903,0.0,2.2709165000123903
Computers,47,SETTA,89.72005248069763,1.4803518999833614,0.017116399947553873,1.4974682999309152,2.069959199987352,1.7044642199296505
Computers,47,APPNP,88.1294310092926,1.6730230000102893,0.0,1.6730230000102893,0.0,1.6730230000102893
Computers,48,GCN,89.6746039390564,1.4689261000603437,0.0,1.4689261000603437,0.0,1.4689261000603437
Computers,48,C&S,89.3019437789917,1.4689261000603437,0.7756264999043196,2.2445525999646634,0.0,2.2445525999646634
Computers,48,SETTA,89.83821272850037,1.4689261000603437,0.017119800089858472,1.4860459001502022,2.069959199987352,1.6930418201489374
Computers,48,APPNP,88.08398246765137,1.7235080000245944,0.0,1.7235080000245944,0.0,1.7235080000245944
Computers,49,GCN,89.45646286010742,1.4451886999886483,0.0,1.4451886999886483,0.0,1.4451886999886483
Computers,49,C&S,88.82021307945251,1.4451886999886483,0.7855144999921322,2.2307031999807805,0.0,2.2307031999807805
Computers,49,SETTA,89.62915539741516,1.4451886999886483,0.01715239998884499,1.4623410999774933,2.069959199987352,1.6693370199762285
Computers,49,APPNP,89.19287323951721,1.4595923000015318,0.0,1.4595923000015318,0.0,1.4595923000015318
Computers,50,GCN,89.71096277236938,1.3668168000876904,0.0,1.3668168000876904,0.0,1.3668168000876904
Computers,50,C&S,89.31103348731995,1.3668168000876904,0.7813245999859646,2.148141400073655,0.0,2.148141400073655
Computers,50,SETTA,90.12906551361084,1.3668168000876904,0.01707229996100068,1.383889100048691,2.069959199987352,1.5908850200474263
Computers,50,APPNP,88.38393092155457,1.4264190000249073,0.0,1.4264190000249073,0.0,1.4264190000249073
Computers,51,GCN,89.12925124168396,1.3626494000200182,0.0,1.3626494000200182,0.0,1.3626494000200182
Computers,51,C&S,88.93837332725525,1.3626494000200182,0.7767575000179932,2.1394069000380114,0.0,2.1394069000380114
Computers,51,SETTA,89.16560411453247,1.3626494000200182,0.017158100032247603,1.3798075000522658,2.069959199987352,1.586803420051001
Computers,51,APPNP,89.29285407066345,1.8161107000196353,0.0,1.8161107000196353,0.0,1.8161107000196353
Photo,42,GCN,93.12092065811157,1.017113900044933,0.0,1.017113900044933,0.0,1.017113900044933
Photo,42,C&S,92.7450954914093,1.017113900044933,0.3745200000703335,1.3916339001152664,0.0,1.3916339001152664
Photo,42,SETTA,93.49673390388489,1.017113900044933,0.005840900004841387,1.0229548000497743,0.7148218000074849,1.094436980050523
Photo,42,APPNP,93.66013407707214,1.635281200055033,0.0,1.635281200055033,0.0,1.635281200055033
Photo,43,GCN,93.30065846443176,1.2573515999829397,0.0,1.2573515999829397,0.0,1.2573515999829397
